"name","Store Number","latitude","longitude","url","sales_52w_py","CV ENERGY BOOST Sales","CV EXOTIC INDULGENCE Sales","CV ACAI ENERGIZE PWR Sales","CV PASSION BLISS Sales","CV FIT & WELLNESS Sales","CV CHIA SUPREMACY Sales","street_address","city","state","zip_code","country","phone_number_1","poblacion (10km)","digital_audience_facebook","digital_audience_instagram","digital_audience_twitter","digital_audience_linkedin","reviews","positive","negative","total_sales","campoverde_sales","digital_audience","Str #","sales_52w","var","sales_mix","velocity_ty_cv","velocity_ly","velocity_var","Qty TY","Qty LY","VAR","segment","sales_tier","",""
"Circleville Supercenter","1063","39.582107","-82.948279","https://www.walmart.com/store/1427/circleville-oh/details","79.22","","","","","","","1470 S Court St","Circleville","OH","43113","US","740-477-3678","137092","52643","35096","31531","38386","312","165","147","22938450","2624094","171061","1427","351.61","100.00%","","1.52","6.76","-77.47%","32","7","100.00%","","Amethyst","",""
"Creston Supercenter","1064","41.045448","-94.372817","https://www.walmart.com/store/1435/creston-ia/details","9","8","4","0","6","5","0","806 Laurel St","Creston","IA","50801","US","641-782-6954","128360","49290","32860","29523","35941","997","802","195","8583309","28770174","65695","1435","0","-100.00%","","0","0","0.00%","0","12","-100.00%","","Quartz","",""
"Colorado Springs Supercenter","1065","38.823798","-104.837689","https://www.walmart.com/store/1434/colorado-springs-co/details","488.72","","","","","","","707 S 8th St","Colorado Springs","CO","80905","US","719-633-0736","57770","22184","14789","13287","16176","133","130","3","16532101","38953781","135126","1434","164.55","-66.33%","","9.4","3.16","100.00%","15","46","-67.39%","","Amethyst","",""
"Cedar City Supercenter","1066","37.65447","-113.088367","https://www.walmart.com/store/1438/cedar-city-ut/details","4017.8","108","0","197","124","155","0","1330 S Providence Center Dr","Cedar City","UT","84720","US","435-586-0172","61748","23711","15807","14202","17289","892","365","527","22484687","24394621","147289","1438","1,833.56","-54.36%","","76.92","35.26","100.00%","166","403","-58.81%","","Emerald","",""
"Greenacres Supercenter","1067","26.64949","-80.142537","https://www.walmart.com/store/1436/greenacres-fl/details","12664.37","","","","","","","6294 Forest Hill Blvd","Greenacres","FL","33415","US","561-966-3101","148188","56904","37936","34083","41493","947","812","135","25660614","32645251","100670","1436","5,591.86","-55.85%","","243.55","107.54","100.00%","506","1127","-55.10%","","Diamond","",""
"Tooele Supercenter","1068","40.555998","-112.30067","https://www.walmart.com/store/1440/tooele-ut/details","5696.02","78","0","134","0","152","143","99 W 1280 N","Tooele","UT","84074","US","435-882-0180","115499","44352","29568","26565","32340","272","249","23","23977909","21517100","164343","1440","6,894.73","21.04%","","108.95","132.59","-17.83%","623","521","19.58%","","Emerald","",""
"Page Supercenter","1069","36.904863","-111.487252","https://www.walmart.com/store/1442/page-az/details","2276.78","4","0","4","7","3","4","1017 West Haul Road","Page","AZ","86040","US","928-645-2622","111731","42905","28603","25698","31285","438","361","77","21054660","23551358","129916","1442","1,897.10","-16.68%","","43.78","36.48","20.01%","172","205","-16.10%","","Topaz","",""
"Jacksonville Supercenter","1070","30.342276","-81.545443","https://www.walmart.com/store/1444/jacksonville-fl/details","15064.72","50","0","87","44","52","63","9890 Hutchinson Park Dr","Jacksonville","FL","32225","US","904-721-4941","102945","39531","26354","23677","28825","761","752","9","47674744","8021364","163657","1444","8,592.38","-42.96%","","289.13","165.24","74.98%","775","1389","-44.20%","","Diamond","",""
"Mason Supercenter","1071","39.311522","-84.318642","https://www.walmart.com/store/1441/mason-oh/details","303.78","87","6","75","46","0","39","5303 Bowen Drive","Mason","OH","45040","US","513-583-9330","112446","43179","28786","25863","31485","313","225","88","27072137","39329381","181268","1441","629.85","100.00%","","5.84","12.11","-51.77%","57","27","100.00%","","Amethyst","",""
"Washington Supercenter","1072","37.126268","-113.51802","https://www.walmart.com/store/1439/washington-ut/details","4852.28","91","0","78","78","84","0","625 W Telegraph St","Washington","UT","84780","US","435-628-2802","106404","40859","27239","24473","29793","935","787","148","5324296","1936715","182542","1439","5,999.32","23.64%","","92.82","115.37","-19.54%","542","437","24.03%","","Emerald","",""
"Guymon Supercenter","1073","36.70564","-101.487933","https://www.walmart.com/store/1437/guymon-ok/details","4323.32","0","0","21","20","25","24","2600 N Highway 64","Guymon","OK","73942","US","580-338-1611","53439","20521","13680","12291","14963","554","328","226","28637247","15141864","105605","1437","3,844.78","-11.07%","","81.99","73.94","10.89%","347","406","-14.53%","","Emerald","",""
"Washington Supercenter","1074","40.706877","-89.456994","https://www.walmart.com/store/1421/washington-il/details","446.1","7","0","24","0","13","0","1980 Freedom Pkwy","Washington","IL","61571","US","309-745-3339","106404","40859","27239","24473","29793","383","203","180","28746940","10766295","57394","1421","0","-100.00%","","8.58","0","100.00%","0","49","-100.00%","","Amethyst","",""
"Cincinnati Supercenter","1075","39.090131","-84.269663","https://www.walmart.com/store/1443/cincinnati-oh/details","286","10","4","11","5","12","7","4370 Eastgate Square Dr","Cincinnati","OH","45245","US","513-753-3200","146225","56150","37434","33632","40943","112","106","6","33108774","35615629","84355","1443","483.82","69.17%","","5.5","9.3","-40.89%","44","26","69.23%","","Amethyst","",""
"Ashland Supercenter","1076","40.862191","-82.271284","https://www.walmart.com/store/1448/ashland-oh/details","403.9","70","9","86","64","105","11","1996 E Main St","Ashland","OH","44805","US","419-281-9537","99780","38316","25544","22949","27938","341","123","218","45463461","17560620","157363","1448","1,834.13","100.00%","","7.77","35.27","-77.98%","166","35","100.00%","","Amethyst","",""
"Superior Supercenter","1077","46.694534","-92.106919","https://www.walmart.com/store/1447/superior-wi/details","1842.62","80","0","121","135","148","0","3705 Tower Ave","Superior","WI","54880","US","715-392-6060","58726","22551","15034","13507","16443","489","467","22","32875049","4361608","176276","1447","1,865.63","1.25%","","35.44","35.88","-1.23%","169","169","0.00%","","Topaz","",""
"Manitowoc Supercenter","1078","44.076137","-87.69668","https://www.walmart.com/store/1449/manitowoc-wi/details","1884.1","","","","","","","4115 Calumet Ave","Manitowoc","WI","54220","US","920-684-4214","137047","52626","35084","31521","38373","886","198","688","3180346","28917560","60649","1449","1,268.82","-32.66%","","36.23","24.4","48.49%","114","173","-34.10%","","Topaz","",""
"Rice Lake Supercenter","1079","45.4759224","-91.7623448","https://www.walmart.com/store/1446/rice-lake-wi/details","3049.62","77","0","181","0","108","67","2501 West Ave","Rice Lake","WI","54868","US","715-234-6990","135963","52210","34807","31271","38070","103","103","0","30349025","42957075","118330","1446","2,313.11","-24.15%","","58.65","44.48","31.84%","208","279","-25.45%","","Topaz","",""
"Ripley Supercenter","1080","38.829015","-81.719331","https://www.walmart.com/store/1450/ripley-wv/details","201.48","0","4","0","0","11","0","200 Academy Dr","Ripley","WV","25271","US","304-372-4482","139574","53596","35731","32102","39081","618","560","58","17432482","1542944","88782","1450","407.6","100.00%","","3.87","7.84","-50.57%","37","18","100.00%","","Amethyst","",""
"Charlotte Store","1081","35.096683","-80.782272","https://www.walmart.com/store/1452/charlotte-nc/details","1993.54","123","0","106","86","96","0","3209 Pineville Matthews Rd","Charlotte","NC","28226","US","704-541-7292","102903","39515","26343","23668","28813","575","471","104","42887461","31256783","87748","1452","3,250.97","63.08%","","38.34","62.52","-38.68%","295","191","54.45%","","Topaz","",""
"Green Bay Supercenter","1082","44.526822","-88.090801","https://www.walmart.com/store/1453/green-bay-wi/details","2819.76","105","0","134","62","89","0","2440 W Mason St","Green Bay","WI","54303","US","920-499-9897","149562","57432","38288","34399","41877","399","249","150","14364002","30476438","179138","1453","1,814.47","-35.65%","","54.23","34.89","55.40%","164","258","-36.43%","","Topaz","",""
"Quincy Supercenter","1083","39.938168","-91.332345","https://www.walmart.com/store/1454/quincy-il/details","68.6","197","0","190","153","192","0","5211 Broadway St","Quincy","IL","62305","US","217-223-9930","59777","22954","15303","13749","16738","886","173","713","28986876","6994153","87397","1454","0","-100.00%","","0","0","0.00%","0","8","-100.00%","","Amethyst","",""
"Fort Worth Supercenter","1084","32.764623","-97.169284","https://www.walmart.com/store/1455/fort-worth-tx/details","5375.14","65","0","69","0","63","0","8401 Anderson Blvd","Fort Worth","TX","76120","US","817-276-9021","100428","38564","25710","23098","28120","329","189","140","10499827","19991886","145087","1455","4,875.39","-9.30%","","103.37","93.76","10.25%","441","499","-11.62%","","Emerald","",""
"Riverton Supercenter","1085","43.042872","-108.378319","https://www.walmart.com/store/1457/riverton-wy/details","236.72","112","58","127","98","112","74","1733 N Federal Blvd","Riverton","WY","82501","US","307-856-3261","116245","44638","29759","26736","32549","585","136","449","35596721","4993943","197272","1457","164.55","-30.49%","","4.55","3.16","43.86%","15","22","-31.82%","","Amethyst","",""
"Fort Oglethorpe Supercenter","1086","34.936522","-85.216181","https://www.walmart.com/store/1458/fort-oglethorpe-ga/details","0","196","0","353","5","325","0","3040 Battlefield Pkwy","Fort Oglethorpe","GA","30742","US","706-861-4698","87129","33458","22305","20040","24396","620","539","81","8273877","44263934","147751","1458","340.07","100.00%","","0","6.54","-100.00%","31","0","100.00%","","Quartz","",""
"Indianapolis Supercenter","1087","39.660399","-86.141957","https://www.walmart.com/store/1459/indianapolis-in/details","307.39","227","0","261","0","271","164","7245 Us 31 S","Indianapolis","IN","46227","US","317-888-7906","91285","35053","23369","20996","25560","799","614","185","30009668","38913890","76096","1459","0","-100.00%","","5.91","0","100.00%","0","29","-100.00%","","Amethyst","",""
"Beardstown Supercenter","1088","39.996788","-90.394505","https://www.walmart.com/store/1451/beardstown-il/details","79.84","45","1","77","48","60","0","100 Lincoln Ave","Beardstown","IL","62618","US","217-323-1340","143131","54962","36642","32920","40077","278","208","70","3337819","21575014","102807","1451","0","-100.00%","","0","0","0.00%","0","8","-100.00%","","Amethyst","",""
"Hastings Supercenter","1089","40.624235","-98.385789","https://www.walmart.com/store/1460/hastings-ne/details","2296.74","4","0","0","0","0","0","3803 Osborne Dr W","Hastings","NE","68901","US","402-462-6000","131961","50673","33782","30351","36949","593","134","459","6647516","36995463","66898","1460","3,399.57","48.02%","","44.17","65.38","-32.44%","306","207","47.83%","","Topaz","",""
"Rock Springs Supercenter","1090","41.580611","-109.251197","https://www.walmart.com/store/1461/rock-springs-wy/details","7912.82","153","0","197","133","226","0","201 Gateway Blvd","Rock Springs","WY","82901","US","307-362-1957","104724","40214","26809","24087","29323","881","758","123","23355431","16830891","154811","1461","4,192.97","-47.01%","","151.48","80.63","87.86%","379","726","-47.80%","","Diamond","",""
"Xenia Supercenter","1091","39.689426","-83.969609","https://www.walmart.com/store/1463/xenia-oh/details","216.76","64","0","189","44","66","0","70 Hospitality Dr","Xenia","OH","45385","US","937-376-9878","71642","27511","18340","16478","20060","744","181","563","26491438","13824573","65117","1463","728.01","100.00%","","4.17","14","-70.23%","66","20","100.00%","","Amethyst","",""
"Greenville Supercenter","1092","31.849507","-86.647223","https://www.walmart.com/store/1462/greenville-al/details","3939.12","","","","","","","501 Willow Ln","Greenville","AL","36037","US","334-382-2655","55406","21276","14184","12743","15514","512","133","379","18897317","23844501","160855","1462","2,518.12","-36.07%","","75.75","48.43","56.43%","227","360","-36.94%","","Emerald","",""
"Evanston Supercenter","1093","41.265902","-110.953877","https://www.walmart.com/store/1456/evanston-wy/details","4093.07","35","0","28","35","0","40","125 N 2nd St","Evanston","WY","82930","US","307-789-0010","148486","57019","38012","34152","41576","217","140","77","14712007","41394809","106414","1456","1,784.98","-56.39%","","78.31","34.33","100.00%","161","372","-56.72%","","Emerald","",""
"Charlotte Supercenter","1094","35.14655","-80.934023","https://www.walmart.com/store/1464/charlotte-nc/details","10172.84","","","","","","","8180 S Tryon St","Charlotte","NC","28273","US","704-588-2656","102903","39515","26343","23668","28813","768","509","259","4994936","21563412","188570","1464","8,734.85","-14.14%","","195.63","167.98","16.46%","787","916","-14.08%","","Diamond","",""
"Batesville Supercenter","1095","34.307673","-89.916401","https://www.walmart.com/store/1468/batesville-ms/details","0","","","","","","","205 House Carlson Dr","Batesville","MS","38606","US","662-563-3100","120775","46378","30918","27778","33817","221","125","96","9633073","43899181","94175","1468","537.53","100.00%","","0","10.34","-100.00%","49","0","100.00%","","Quartz","",""
"Danville Supercenter","1096","36.596821","-79.430521","https://www.walmart.com/store/1465/danville-va/details","0","1","1","0","1","3","0","515 Mount Cross Rd","Danville","VA","24540","US","434-799-6902","111973","42998","28665","25754","31352","530","325","205","47121887","12464448","171624","1465","131.64","100.00%","","0","2.53","-100.00%","12","0","100.00%","","Quartz","",""
"Chattanooga Supercenter","1097","35.03","-85.1531","https://www.walmart.com/store/1469/chattanooga-tn/details","0","10","5","0","1","15","0","2020 Gunbarrel Rd Ste 250","Chattanooga","TN","37421","US","423-899-7021","146122","56111","37407","33608","40914","625","415","210","34234040","4822128","116729","1469","471.71","100.00%","","0","9.07","-100.00%","43","0","100.00%","","Quartz","",""
"Hastings Supercenter","1098","44.74111","-92.89188","https://www.walmart.com/store/1472/hastings-mn/details","1940.56","0","0","8","0","4","0","1752 No. Frontage","Hastings","MN","55033","US","651-438-2400","131961","50673","33782","30351","36949","728","122","606","37234728","40731633","164448","1472","1,624.42","-16.29%","","37.32","31.24","19.46%","146","176","-17.05%","","Topaz","",""
"Washington Supercenter","1099","41.295443","-91.66222","https://www.walmart.com/store/1475/washington-ia/details","34.94","","","","","","","2485 Highway 92","Washington","IA","52353","US","319-653-7213","106404","40859","27239","24473","29793","760","683","77","39486219","24756900","152358","1475","0","-100.00%","","0","0","0.00%","0","5","-100.00%","","Amethyst","",""
